      2459036.00       861992.00      1410940.00     17174012.00      1751604.00      3368960.00       474864.00      1580148.00      3011212.00      3057620.00       710004.00     15032676.00      5425368.00      3890624.00      2321928.00      2623192.00      2466188.00      1062408.00      3290216.00      6920908.00      9389704.00      3939088.00      1482060.00      5077000.00       820640.00      1846948.00       266264.00       656832.00      7568468.00       633028.00     24897588.00      3645460.00       791564.00     11659600.00      2176624.00      2237360.00     14286272.00      1108820.00      1714344.00       871652.00      2953796.00      8653300.00       778672.00       414952.00      3470340.00      3505676.00      2033424.00      4541020.00       402756.00
      2582132.00       892276.00      1625876.00     17480472.00      1806912.00      3427976.00       520092.00      1617944.00      3012780.00      3188924.00       724664.00     15253576.00      5552328.00      4170696.00      2538732.00      2742224.00      2591896.00      1047120.00      3334324.00      6998088.00      9516668.00      4138688.00      1742660.00      5216456.00       842028.00      1965792.00       272980.00       662616.00      7774304.00       658344.00     25285912.00      3893080.00       899368.00     11932420.00      2425876.00      2245664.00     14471668.00      1130272.00      1802112.00       937312.00      3094212.00      9128456.00       806884.00       426284.00      3606764.00      3605704.00      1969088.00      4677148.00       415184.00
      2638336.00       945240.00      1661980.00     18027592.00      1857980.00      3522788.00       540896.00      1670896.00      3137088.00      3243300.00       737644.00     15592272.00      5733632.00      4227724.00      2558492.00      2892892.00      2687428.00      1094868.00      3455892.00      7158960.00      9868260.00      4267944.00      1728628.00      5318284.00       911032.00      1967652.00       280292.00       677980.00      8030604.00       693048.00     25971264.00      3869124.00       853124.00     12349256.00      2401412.00      2353544.00     15007784.00      1143048.00      1841372.00       966720.00      3121348.00      9389812.00       846980.00       436716.00      3783888.00      3671116.00      2200240.00      4832964.00       439520.00
      2680948.00       922140.00      1662312.00     17887988.00      1851632.00      3484760.00       554204.00      1696892.00      3167156.00      3273564.00       753412.00     15810804.00      5674744.00      4103552.00      2661544.00      2845228.00      2734684.00      1120244.00      3512452.00      7104320.00     10014168.00      4108040.00      1595136.00      5346132.00       932736.00      1962340.00       270944.00       676456.00      8016952.00       705812.00     26021128.00      3820876.00       826832.00     12311660.00      2440116.00      2349132.00     15095824.00      1115556.00      1848292.00       876408.00      3119128.00      9481832.00       834624.00       425692.00      3772064.00      3768644.00      2188124.00      4818824.00       458964.00
      2551428.00       918088.00      1582024.00     17814684.00      1804296.00      3424476.00       550040.00      1669760.00      3170188.00      3184432.00       710140.00     14790428.00      5447132.00      3622596.00      2450260.00      2694680.00      2779892.00      1074416.00      3465716.00      7039616.00      9766196.00      3911184.00      1659520.00      5131160.00       794828.00      1747500.00       273676.00       670612.00      7980120.00       693740.00     25588188.00      3761032.00       726656.00     11833652.00      2379688.00      2268320.00     14821604.00      1104764.00      1775544.00       729692.00      3031220.00      9398924.00       836620.00       406692.00      3701124.00      3654008.00      2092264.00      4666332.00       445612.00
      2486184.00       931988.00      1472420.00     17862256.00      1838100.00      3333612.00       565656.00      1690064.00      3181888.00      3152488.00       737020.00     14620164.00      5359088.00      3460180.00      2514216.00      2675376.00      2822112.00      1069336.00      3450904.00      6961492.00      9548740.00      3877420.00      1397144.00      5131548.00       778144.00      1734960.00       276484.00       672984.00      7898436.00       725500.00     25583316.00      3698312.00       752292.00     11550008.00      2466000.00      2288884.00     14610588.00      1092676.00      1729220.00       693712.00      3025728.00      9800568.00       846212.00       410408.00      3673364.00      3664928.00      2020472.00      4642988.00       451308.00
      2439072.00       918340.00      1458048.00     17913380.00      1853848.00      3314356.00       567496.00      1699240.00      3183472.00      3166580.00       724120.00     14427556.00      5351860.00      3379988.00      2492788.00      2602592.00      2799624.00      1053444.00      3459304.00      6947328.00      9774004.00      3820312.00      1360780.00      5110804.00       810704.00      1723400.00       278764.00       673284.00      7856732.00       747416.00     25526376.00      3763864.00       738016.00     11432584.00      2479308.00      2255560.00     14367108.00      1095724.00      1740484.00       676380.00      3063576.00      9977692.00       844740.00       406152.00      3669596.00      3603512.00      1884828.00      4658552.00       454760.00
      2446920.00       934868.00      1436704.00     18193992.00      1862940.00      3369572.00       583552.00      1739616.00      3287952.00      3265076.00       718572.00     14371372.00      5230944.00      3471912.00      2493672.00      2609796.00      2843504.00      1043892.00      3485604.00      7005716.00      9484076.00      3862508.00      1407032.00      5115928.00       812412.00      1797332.00       293232.00       674768.00      7904484.00       764580.00     25575440.00      3795568.00       701884.00     11288384.00      2463760.00      2293348.00     14234724.00      1104384.00      1766856.00       707112.00      3084408.00     10177552.00       845352.00       412816.00      3716356.00      3621208.00      1826064.00      4693864.00       461292.00
      2711100.00       985464.00      1552264.00     19290264.00      1996864.00      3599012.00       629896.00      1799640.00      3613680.00      3545324.00       760072.00     15271520.00      5660412.00      3810128.00      2755980.00      2827076.00      3048500.00      1092020.00      3727804.00      7519164.00     10187580.00      4183300.00      1576004.00      5490392.00       921768.00      1966520.00       310156.00       705600.00      8385424.00       817188.00     26836672.00      4126808.00       838804.00     12123120.00      2671132.00      2401520.00     15636216.00      1188880.00      1909768.00       779724.00      3331316.00     10798928.00       902844.00       431960.00      3957788.00      3935720.00      1974792.00      4954476.00       489108.00
      2682832.00       981092.00      1561140.00     19358248.00      1939020.00      3674080.00       642220.00      1759716.00      3539084.00      3546644.00       752684.00     15592412.00      5809340.00      3904828.00      2725960.00      2802480.00      2900092.00      1074172.00      3772496.00      7513852.00     10640900.00      4149168.00      1619880.00      5478884.00       943160.00      2014588.00       311800.00       690036.00      8459664.00       813656.00     26855116.00      4159948.00       777620.00     12399164.00      2470096.00      2458200.00     15901272.00      1181152.00      1862384.00       802948.00      3328324.00     10151328.00       897744.00       423228.00      4002616.00      3998112.00      2097724.00      4959864.00       484784.00
